start_date_time,RCORR_P
2019-05-23 02:43:00,204.870
2019-05-23 02:44:00,199.280
2019-05-23 02:45:00,206.380
2019-05-23 02:46:00,197.830
2019-05-23 02:47:00,198.960
2019-05-23 02:48:00,203.670
2019-05-23 02:49:00,201.170
2019-05-23 02:50:00,202.740
2019-05-23 02:51:00,200.600
2019-05-23 02:52:00,204.380
2019-05-23 02:53:00,203.570
2019-05-23 02:54:00,199.790
2019-05-23 02:55:00,197.860
2019-05-23 02:56:00,201.300
2019-05-23 02:57:00,198.790
2019-05-23 02:58:00,207.460
2019-05-23 02:59:00,201.180
2019-05-23 03:00:00,199.240
2019-05-23 03:01:00,200.600
2019-05-23 03:02:00,200.040
2019-05-23 03:03:00,200.240
2019-05-23 03:04:00,202.600
2019-05-23 03:05:00,206.570
2019-05-23 03:06:00,205.250
2019-05-23 03:07:00,201.170
2019-05-23 03:08:00,202.140
2019-05-23 03:09:00,204.860
2019-05-23 03:10:00,203.760
2019-05-23 03:11:00,198.840
2019-05-23 03:12:00,199.890
2019-05-23 03:13:00,205.780
2019-05-23 03:14:00,203.590
2019-05-23 03:15:00,204.570
2019-05-23 03:16:00,202.200
2019-05-23 03:17:00,201.860
2019-05-23 03:18:00,201.240
2019-05-23 03:19:00,201.820
2019-05-23 03:20:00,199.480
2019-05-23 03:21:00,205.260
2019-05-23 03:22:00,202.980
2019-05-23 03:23:00,203.200
2019-05-23 03:24:00,202.000
2019-05-23 03:25:00,198.930
2019-05-23 03:26:00,202.690
2019-05-23 03:27:00,202.680
2019-05-23 03:28:00,203.470
2019-05-23 03:29:00,201.010
2019-05-23 03:30:00,200.870
2019-05-23 03:31:00,198.540
2019-05-23 03:32:00,203.000
2019-05-23 03:33:00,206.440
2019-05-23 03:34:00,200.850
2019-05-23 03:35:00,203.740
2019-05-23 03:36:00,201.110
2019-05-23 03:37:00,200.110
2019-05-23 03:38:00,202.910
2019-05-23 03:39:00,208.790
2019-05-23 03:40:00,200.190
2019-05-23 03:41:00,205.370
2019-05-23 03:42:00,202.020
2019-05-23 03:43:00,203.230
2019-05-23 03:44:00,205.360
2019-05-23 03:45:00,203.740
2019-05-23 03:46:00,198.010
2019-05-23 03:47:00,202.640
2019-05-23 03:48:00,200.930
2019-05-23 03:49:00,204.190
2019-05-23 03:50:00,203.760
2019-05-23 03:51:00,197.980
2019-05-23 03:52:00,203.210
2019-05-23 03:53:00,200.560
2019-05-23 03:54:00,200.980
2019-05-23 03:55:00,201.060
2019-05-23 03:56:00,207.300
2019-05-23 03:57:00,201.940
2019-05-23 03:58:00,196.860
2019-05-23 03:59:00,203.840
2019-05-23 04:00:00,206.460
2019-05-23 04:01:00,204.610
2019-05-23 04:02:00,201.730
2019-05-23 04:03:00,206.560
2019-05-23 04:04:00,199.130
2019-05-23 04:05:00,203.700
2019-05-23 04:06:00,202.910
2019-05-23 04:07:00,207.120
2019-05-23 04:08:00,197.440
2019-05-23 04:09:00,199.990
2019-05-23 04:10:00,203.380
2019-05-23 04:11:00,203.240
2019-05-23 04:12:00,200.590
2019-05-23 04:13:00,204.470
2019-05-23 04:14:00,201.590
2019-05-23 04:15:00,209.830
2019-05-23 04:16:00,198.990
2019-05-23 04:17:00,198.260
2019-05-23 04:18:00,199.900
2019-05-23 04:19:00,205.500
2019-05-23 04:20:00,201.620
2019-05-23 04:21:00,200.530
2019-05-23 04:22:00,200.000
2019-05-23 04:23:00,201.470
2019-05-23 04:24:00,196.670
2019-05-23 04:25:00,201.980
2019-05-23 04:26:00,204.390
2019-05-23 04:27:00,202.330
2019-05-23 04:28:00,198.470
2019-05-23 04:29:00,199.890
2019-05-23 04:30:00,206.380
2019-05-23 04:31:00,198.470
2019-05-23 04:32:00,200.620
2019-05-23 04:33:00,202.180
2019-05-23 04:34:00,199.650
2019-05-23 04:35:00,201.150
2019-05-23 04:36:00,200.360
2019-05-23 04:37:00,202.640
2019-05-23 04:38:00,204.940
2019-05-23 04:39:00,208.150
2019-05-23 04:40:00,200.320
2019-05-23 04:41:00,202.050
2019-05-23 04:42:00,203.300
2019-05-23 04:43:00,200.370
2019-05-23 04:44:00,201.030
2019-05-23 04:45:00,203.890
2019-05-23 04:46:00,200.220
2019-05-23 04:47:00,199.530
2019-05-23 04:48:00,206.250
2019-05-23 04:49:00,202.750
2019-05-23 04:50:00,201.360
2019-05-23 04:51:00,201.840
2019-05-23 04:52:00,202.720
2019-05-23 04:53:00,201.650
2019-05-23 04:54:00,195.650
2019-05-23 04:55:00,201.480
2019-05-23 04:56:00,200.260
2019-05-23 04:57:00,201.580
2019-05-23 04:58:00,203.580
2019-05-23 04:59:00,201.660
2019-05-23 05:00:00,201.100
2019-05-23 05:01:00,205.120
2019-05-23 05:02:00,205.870
2019-05-23 05:03:00,202.780
2019-05-23 05:04:00,207.360
2019-05-23 05:05:00,203.640
2019-05-23 05:06:00,201.400
2019-05-23 05:07:00,199.910
2019-05-23 05:08:00,199.540
2019-05-23 05:09:00,204.440
2019-05-23 05:10:00,202.310
2019-05-23 05:11:00,202.500
2019-05-23 05:12:00,201.080
2019-05-23 05:13:00,202.230
2019-05-23 05:14:00,204.820
2019-05-23 05:15:00,203.660
2019-05-23 05:16:00,207.910
2019-05-23 05:17:00,201.780
2019-05-23 05:18:00,200.630
2019-05-23 05:19:00,200.240
2019-05-23 05:20:00,200.360
2019-05-23 05:21:00,205.370
2019-05-23 05:22:00,196.430
2019-05-23 05:23:00,201.690
2019-05-23 05:24:00,205.340
2019-05-23 05:25:00,205.490
2019-05-23 05:26:00,201.560
2019-05-23 05:27:00,205.360
2019-05-23 05:28:00,201.540
2019-05-23 05:29:00,200.360
2019-05-23 05:30:00,201.440
2019-05-23 05:31:00,198.030
2019-05-23 05:32:00,202.400
2019-05-23 05:33:00,207.340
2019-05-23 05:34:00,197.250
2019-05-23 05:35:00,201.870
2019-05-23 05:36:00,204.810
2019-05-23 05:37:00,198.690
2019-05-23 05:38:00,208.050
2019-05-23 05:39:00,205.970
2019-05-23 05:40:00,200.840
2019-05-23 05:41:00,197.220
2019-05-23 05:42:00,202.920
2019-05-23 05:43:00,202.720
2019-05-23 05:44:00,204.360
2019-05-23 05:45:00,197.190
2019-05-23 05:46:00,206.340
2019-05-23 05:47:00,201.840
2019-05-23 05:48:00,201.840
2019-05-23 05:49:00,196.800
2019-05-23 05:50:00,199.790
2019-05-23 05:51:00,201.590
2019-05-23 05:52:00,201.860
2019-05-23 05:53:00,205.580
2019-05-23 05:54:00,202.570
2019-05-23 05:55:00,200.080
2019-05-23 05:56:00,205.290
2019-05-23 05:57:00,201.470
2019-05-23 05:58:00,202.400
2019-05-23 05:59:00,199.450
2019-05-23 06:00:00,197.590
2019-05-23 06:01:00,200.170
2019-05-23 06:02:00,202.710
2019-05-23 06:03:00,198.940
2019-05-23 06:04:00,203.230
2019-05-23 06:05:00,205.080
2019-05-23 06:06:00,202.300
2019-05-23 06:07:00,196.740
2019-05-23 06:08:00,199.960
2019-05-23 06:09:00,200.170
2019-05-23 06:10:00,208.650
2019-05-23 06:11:00,203.960
2019-05-23 06:12:00,199.680
2019-05-23 06:13:00,200.620
2019-05-23 06:14:00,205.900
2019-05-23 06:15:00,203.460
2019-05-23 06:16:00,202.360
2019-05-23 06:17:00,203.310
2019-05-23 06:18:00,201.180
2019-05-23 06:19:00,200.220
2019-05-23 06:20:00,202.310
2019-05-23 06:21:00,202.430
